date,tic,adjcp,datadate
2010-01-22,JPM,25.843957901000977,20100122
2010-01-22,KO,16.466304779052734,20100122
2010-01-22,MCD,40.72428512573242,20100122
2010-01-22,MMM,41.98701858520508,20100122
2010-01-22,MRK,21.489044189453125,20100122
2010-01-22,MSFT,21.59357261657715,20100122
2010-01-22,NKE,12.700940132141113,20100122
2010-01-22,PFE,9.215415000915527,20100122
2010-01-22,PG,37.627586364746094,20100122
2010-01-22,TRV,33.14970397949219,20100122
2010-01-22,UNH,25.66948890686035,20100122
2010-01-22,V,18.40186882019043,20100122
2010-01-22,VZ,12.315447807312012,20100122
2010-01-22,WMT,12.626160621643066,20100122
2010-01-22,XOM,35.97118377685547,20100122
2010-01-25,AAPL,6.084588527679443,20100125
2010-01-25,AXP,30.034406661987305,20100125
2010-01-25,BA,45.02432632446289,20100125
2010-01-25,CAT,37.09714126586914,20100125
2010-01-25,CSCO,14.795538902282715,20100125
2010-01-25,CVX,38.91144943237305,20100125
2010-01-25,DIS,25.461605072021484,20100125
2010-01-25,GS,116.36714172363281,20100125
2010-01-25,HD,18.729785919189453,20100125
2010-01-25,IBM,69.00492858886719,20100125
2010-01-25,INTC,13.156830787658691,20100125
2010-01-25,JNJ,39.29717254638672,20100125
2010-01-25,JPM,25.8769588470459,20100125
2010-01-25,KO,16.499696731567383,20100125
2010-01-25,MCD,40.531551361083984,20100125
2010-01-25,MMM,42.16737365722656,20100125
2010-01-25,MRK,21.428232192993164,20100125
2010-01-25,MSFT,21.86199951171875,20100125
2010-01-25,NKE,12.840089797973633,20100125
2010-01-25,PFE,9.161952018737793,20100125
2010-01-25,PG,37.827239990234375,20100125
2010-01-25,TRV,33.54768371582031,20100125
2010-01-25,UNH,25.545631408691406,20100125
2010-01-25,V,18.246164321899414,20100125
2010-01-25,VZ,12.453463554382324,20100125
2010-01-25,WMT,12.611847877502441,20100125
2010-01-25,XOM,35.83514404296875,20100125
2010-01-26,AAPL,6.1705827713012695,20100126
2010-01-26,AXP,30.280784606933594,20100126
2010-01-26,BA,44.96977996826172,20100126
2010-01-26,CAT,37.57480239868164,20100126
2010-01-26,CSCO,14.7376127243042,20100126
2010-01-26,CVX,38.702674865722656,20100126
2010-01-26,DIS,25.24034309387207,20100126
2010-01-26,GS,113.2886734008789,20100126
2010-01-26,HD,18.804378509521484,20100126
2010-01-26,IBM,68.802490234375,20100126
2010-01-26,INTC,12.9496431350708,20100126
2010-01-26,JNJ,39.02988815307617,20100126
2010-01-26,JPM,25.3687801361084,20100126
2010-01-26,KO,16.435945510864258,20100126
2010-01-26,MCD,40.99412536621094,20100126
2010-01-26,MMM,42.06431198120117,20100126
2010-01-26,MRK,21.3287296295166,20100126
2010-01-26,MSFT,21.996212005615234,20100126
2010-01-26,NKE,12.854207992553711,20100126
2010-01-26,PFE,9.127927780151367,20100126
2010-01-26,PG,37.86466979980469,20100126
2010-01-26,TRV,34.46718215942383,20100126
2010-01-26,UNH,25.11212730407715,20100126
2010-01-26,V,18.050424575805664,20100126
2010-01-26,VZ,12.24644660949707,20100126
2010-01-26,WMT,12.785954475402832,20100126
2010-01-26,XOM,35.873233795166016,20100126
2010-01-27,AAPL,6.228708744049072,20100127
2010-01-27,AXP,30.733789443969727,20100127
2010-01-27,BA,48.25815963745117,20100127
2010-01-27,CAT,35.95340347290039,20100127
2010-01-27,CSCO,14.898508071899414,20100127
2010-01-27,CVX,38.4677848815918,20100127
2010-01-27,DIS,24.951005935668945,20100127
2010-01-27,GS,113.75418853759766,20100127
2010-01-27,HD,18.878976821899414,20100127
2010-01-27,IBM,69.11983489990234,20100127
2010-01-27,INTC,13.105037689208984,20100127
2010-01-27,JNJ,39.433937072753906,20100127
2010-01-27,JPM,25.956157684326172,20100127
2010-01-27,KO,16.548269271850586,20100127
2010-01-27,MCD,40.94272994995117,20100127
2010-01-27,MMM,42.40957260131836,20100127
2010-01-27,MRK,21.361896514892578,20100127
2010-01-27,MSFT,22.122966766357422,20100127
2010-01-27,NKE,12.906637191772461,20100127
2010-01-27,PFE,9.234851837158203,20100127
